Business Type,Name,Rating,Review Count,Price Level,Category,Address,City,State,Phone,Yelp URL
restaurants,Lily’s Mexican Fruit Bowl ,5.00,12,0,Juice Bars & Smoothies,"3135 Bright Dr, Holiday , FL 34691",Holiday ,Florida,7272778343,https://www.yelp.com/biz/lily-s-mexican-fruit-bowl-holiday-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,La Florizza Pizza,5.00,23,0,Pizza,"3275 Commercial Way, Spring Hill, FL 34606",Spring Hill,Florida,3527372732,https://www.yelp.com/biz/la-florizza-pizza-spring-hill-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Bagel Babe,5.00,42,0,Bagels,"515 22nd St S, Ste 2, St. Petersburg, FL 33712",St. Petersburg,Florida,9084426057,https://www.yelp.com/biz/bagel-babe-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Bocao Bakery & Restaurant,4.90,18,0,Bakeries,"2097 Drew St, Clearwater, FL 33765",Clearwater,Florida,7272219946,https://www.yelp.com/biz/bocao-bakery-and-restaurant-clearwater?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Mio’s Grill & Cafe Clearwater,4.90,92,2,Mediterranean,"1261 Gulf Blvd, Tampa Bay, FL 33767",Tampa Bay,Florida,7272812193,https://www.yelp.com/biz/mio-s-grill-and-cafe-clearwater-tampa-bay?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Khao Neow Sushi Thai Laos,4.90,13,0,Thai,"17307 Gulf Blvd, Ste B 101, North Redington Beach, FL 33708",North Redington Beach,Florida,7272027048,https://www.yelp.com/biz/khao-neow-sushi-thai-laos-north-redington-beach?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Wildlife açaí,4.90,13,0,Acai Bowls,"6125 Park Blvd, Pinellas Park, FL 33781",Pinellas Park,Florida,7273173053,https://www.yelp.com/biz/wildlife-a%C3%A7a%C3%AD-pinellas-park?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Double Deez Chicago Style Hotdogs,4.90,25,0,Hot Dogs,"3009 Gulf Dr N, Holmes Beach, FL 34217",Holmes Beach,Florida,9412515595,https://www.yelp.com/biz/double-deez-chicago-style-hotdogs-holmes-beach?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Chez david,4.90,24,0,Bakeries,"1469 S Belcher Rd, Ste 33764, Clearwater, FL 33764",Clearwater,Florida,Not Provided,https://www.yelp.com/biz/chez-david-clearwater-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Plant Love Ice Cream,4.90,11,0,Vegan,"2901 Beach Blvd S, Ste 105, Gulfport, FL 33707",Gulfport,Florida,7277395854,https://www.yelp.com/biz/plant-love-ice-cream-gulfport?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Pinellas Nutrition ,4.90,33,1,Juice Bars & Smoothies,"6050 Park Blvd N, Unit 1, Pinellas Park, FL 33781",Pinellas Park,Florida,7275922998,https://www.yelp.com/biz/pinellas-nutrition-pinellas-park?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Barracuda Deli Cafe,4.90,115,2,Caribbean,"9520 Seminole Blvd, Seminole, FL 33772",Seminole,Florida,7276851632,https://www.yelp.com/biz/barracuda-deli-cafe-seminole?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,La Creperie,4.90,93,0,Creperies,"3216 E Bay Dr, Holmes Beach, FL 34217",Holmes Beach,Florida,9412517007,https://www.yelp.com/biz/la-creperie-holmes-beach?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Gateway Subs,4.90,10,0,Coffee & Tea,"5931 4th St N, St. Petersburg, FL 33703",St. Petersburg,Florida,7272029306,https://www.yelp.com/biz/gateway-subs-st-petersburg-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,PB & Jelly Deli,4.90,10,0,Food Trucks,"Saint Petersburg, FL 33701",Saint Petersburg,Florida,7274909378,https://www.yelp.com/biz/pb-and-jelly-deli-saint-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Turkish Flame,4.90,20,0,Turkish,"2699 Gulf Blvd, Indian Rocks Beach, FL 33785",Indian Rocks Beach,Florida,7273306000,https://www.yelp.com/biz/turkish-flame-indian-rocks-beach?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Mowgli’s Tiffin,4.90,10,0,Indian,"165 Dr Martin Luther King Jr St N, St Petersburg, FL 33701-3618",St Petersburg,Florida,7272852867,https://www.yelp.com/biz/mowgli-s-tiffin-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Red Chillez Indian Cuisine,4.90,29,0,Indian,"13680 Walsingham Rd, Largo, FL 33774",Largo,Florida,7272706655,https://www.yelp.com/biz/red-chillez-indian-cuisine-largo?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Eat Art Love,4.90,38,0,Art Galleries,"589 22nd St S, St. Petersburg, FL 33712",St. Petersburg,Florida,7272891713,https://www.yelp.com/biz/eat-art-love-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Barbouni at Baba,4.90,9,0,Bars,"2701 Central Ave, St. Petersburg, FL 33713",St. Petersburg,Florida,7279543406,https://www.yelp.com/biz/barbouni-at-baba-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Rincon Montañero,4.90,27,0,Empanadas,"36609 US Hwy 19 N, Palm Harbor, FL 34684",Palm Harbor,Florida,7279402243,https://www.yelp.com/biz/rincon-monta%C3%B1ero-palm-harbor-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,20 Shekels Bread,4.90,104,2,Bakeries,"1881 Drew St, Clearwater, FL 33765",Clearwater,Florida,7279533386,https://www.yelp.com/biz/20-shekels-bread-clearwater?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Serbian Mediteran Restaurant,4.90,60,0,Mediterranean,"6500 4th St N, Saint Petersburg, FL 33702",Saint Petersburg,Florida,7275264466,https://www.yelp.com/biz/serbian-mediteran-restaurant-saint-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Tarpon Social Club,4.90,25,0,Coffee & Tea,"501 N Pinellas Ave, Tarpon Springs, FL 34689",Tarpon Springs,Florida,7279405002,https://www.yelp.com/biz/tarpon-social-club-tarpon-springs?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Kalimera Cafe,4.90,8,0,Breakfast & Brunch,"1722 S Pinellas Ave, Tarpon Springs, FL 34689",Tarpon Springs,Florida,7279403744,https://www.yelp.com/biz/kalimera-cafe-tarpon-springs-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Café On St. Armands,4.90,8,0,Desserts,"431 St Armands Cir, Sarasota, FL 34236",Sarasota,Florida,9413884415,https://www.yelp.com/biz/caf%C3%A9-on-st-armands-sarasota-5?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,City Nights Pizza,4.90,8,0,Pizza,"1791 S Highland Ave, Clearwater, FL 33756",Clearwater,Florida,7272239183,https://www.yelp.com/biz/city-nights-pizza-clearwater?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Casa 28 Mexican Grill,4.90,8,0,Pizza,"2325 28th St N, St. Petersburg, FL 33713",St. Petersburg,Florida,7279544261,https://www.yelp.com/biz/casa-28-mexican-grill-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Arthur’s Home Style BBQ,4.90,8,0,Barbeque,"1701 N Fort Harrison Ave, Clearwater, FL 33755",Clearwater,Florida,7276015991,https://www.yelp.com/biz/arthur-s-home-style-bbq-clearwater?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,The Barbacoa Boyz,4.90,31,0,Caterers,"Clearwater , FL 33765",Clearwater ,Florida,4243074227,https://www.yelp.com/biz/the-barbacoa-boyz-clearwater?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,The Cheesecake Cutie & Cafe,4.90,68,0,Cafes,"3324 E Bay Dr, Holmes Beach, FL 34217",Holmes Beach,Florida,9417792253,https://www.yelp.com/biz/the-cheesecake-cutie-and-cafe-holmes-beach-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Welton Brewing Co & Oyster Bar,4.90,30,0,Brewpubs,"8098 66th St N, Bldg 2, Pinellas Park, FL 33781",Pinellas Park,Florida,8138200050,https://www.yelp.com/biz/welton-brewing-co-and-oyster-bar-pinellas-park?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Greenlane,4.90,15,0,Salad,"8001 4th St N, St Petersburg, FL 33702",St Petersburg,Florida,Not Provided,https://www.yelp.com/biz/greenlane-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Elias Deli & Produce Market,4.90,15,1,Fruits & Veggies,"3200 34th St N, Saint Petersburg, FL 33713",Saint Petersburg,Florida,Not Provided,https://www.yelp.com/biz/elias-deli-and-produce-market-saint-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Uncle Funz Provisions,4.90,22,0,Salad,"6640 Gulf Blvd, St Pete Beach, FL 33706",St Pete Beach,Florida,7274986873,https://www.yelp.com/biz/uncle-funz-provisions-st-pete-beach?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Mio’s Grill & Cafe,4.90,328,2,Vegetarian,"119 2nd St N, St. Petersburg, FL 33701",St. Petersburg,Florida,7274988627,https://www.yelp.com/biz/mio-s-grill-and-cafe-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Pulpo Kitchen + Lounge,4.90,29,0,Salad,"2147 Central Ave, St. Petersburg, FL 33713",St. Petersburg,Florida,7272028954,https://www.yelp.com/biz/pulpo-kitchen-lounge-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Abritus Mini Market and Deli,4.90,7,0,Sandwiches,"1126 94th Ave N, Saint Petersburg, FL 33702",Saint Petersburg,Florida,7272026983,https://www.yelp.com/biz/abritus-mini-market-and-deli-saint-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,St Pete Bakery,4.90,14,0,Bakeries,"600 1st Ave N, St. Petersburg, FL 33701",St. Petersburg,Florida,7276661032,https://www.yelp.com/biz/st-pete-bakery-st-petersburg-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Thai Dish Restaurant,4.90,28,0,Thai,"5545 Roosevelt Blvd, Clearwater, FL 33760",Clearwater,Florida,7274747924,https://www.yelp.com/biz/thai-dish-restaurant-clearwater?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Yummy Thai Food,4.90,7,0,Food Trucks,"Hudson, FL 34667",Hudson,Florida,7272157160,https://www.yelp.com/biz/yummy-thai-food-hudson-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Main Street Bakery NPR,4.90,21,0,Desserts,"5500 Main St, Ste 115, New Port Richey, FL 34652",New Port Richey,Florida,7276456984,https://www.yelp.com/biz/main-street-bakery-npr-new-port-richey?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Lane's Lemonade & Dairy Bar,4.90,63,1,Ice Cream & Frozen Yogurt,"349 Main St, Ste A, Dunedin, FL 34698",Dunedin,Florida,7272197588,https://www.yelp.com/biz/lanes-lemonade-and-dairy-bar-dunedin?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,The Brothers Thomas Bespoke Cafe,4.90,28,0,Cafes,"176 Carillon Pkwy, St. Petersburg, FL 33716",St. Petersburg,Florida,7272931045,https://www.yelp.com/biz/the-brothers-thomas-bespoke-cafe-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Indian Express Street Food,4.90,7,0,Food Trucks,"11211 Sheldon Rd, Tampa, FL 33626",Tampa,Florida,8136939715,https://www.yelp.com/biz/indian-express-street-food-tampa?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Gateway Subs,4.90,41,0,Sandwiches,"2525 Pasadena Ave S, South Pasadena, FL 33707",South Pasadena,Florida,7272899634,https://www.yelp.com/biz/gateway-subs-south-pasadena?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Olivia,4.90,27,0,Pizza,"225 1st Ave N, St. Petersburg, FL 33701",St. Petersburg,Florida,7277469240,https://www.yelp.com/biz/olivia-st-petersburg-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,"Lonni's Sandwiches, Etc",4.90,27,2,Sandwiches,"1153 Main St, Ste 106, Dunedin, FL 34698",Dunedin,Florida,7277340121,https://www.yelp.com/biz/lonnis-sandwiches-etc-dunedin-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,China Wok,4.90,20,0,Chinese,"8490 W Hillsborough Ave, TWN N CNTRY, FL 33615",TWN N CNTRY,Florida,8139994010,https://www.yelp.com/biz/china-wok-twn-n-cntry?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,AHI Sushi,4.80,13,0,Sushi Bars,"364 1st Ave N, St. Petersburg, FL 33701",St. Petersburg,Florida,7272909802,https://www.yelp.com/biz/ahi-sushi-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Nambo Kitchen,4.80,13,0,Vietnamese,"4366 Park Blvd, Tampa Bay, FL 33781",Tampa Bay,Florida,7278005500,https://www.yelp.com/biz/nambo-kitchen-tampa-bay?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Tory's Cafe,4.80,128,1,Breakfast & Brunch,"1266 S Highland Ave, Clearwater, FL 33756",Clearwater,Florida,7274666780,https://www.yelp.com/biz/torys-cafe-clearwater?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Mad Beach Poke,4.80,25,0,Poke,"13999 Gulf Blvd, Unit C1, Madeira Beach, FL 33708",Madeira Beach,Florida,Not Provided,https://www.yelp.com/biz/mad-beach-poke-madeira-beach-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Plant Love Ice Cream,4.80,188,1,Vegan,"953 Central Ave, Saint Petersburg, FL 33705",Saint Petersburg,Florida,7273088398,https://www.yelp.com/biz/plant-love-ice-cream-saint-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,AJ’s Breakfast Club,4.80,24,0,Breakfast & Brunch,"7194 Seminole Blvd, Seminole, FL 33772",Seminole,Florida,7278277344,https://www.yelp.com/biz/aj-s-breakfast-club-seminole?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,India King Tandoori & Wine,4.80,69,0,Indian,"3700 Ulmerton Rd, Ste 107, Clearwater, FL 33762",Clearwater,Florida,7272568216,https://www.yelp.com/biz/india-king-tandoori-and-wine-clearwater-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Charm Thai,4.80,57,0,Thai,"4511 Manatee Ave W, Bradenton, FL 34209",Bradenton,Florida,9419001592,https://www.yelp.com/biz/charm-thai-bradenton-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Frenchy’s Stone Crab & Seafood Market,4.80,17,0,Seafood Markets,"501 Causeway Blvd, Dunedin, FL 34698",Dunedin,Florida,7272504126,https://www.yelp.com/biz/frenchy-s-stone-crab-and-seafood-market-dunedin?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Al shishkebab,4.80,17,0,Falafel,"7045 Ridge Rd, Port Richey, FL 34668",Port Richey,Florida,7272614948,https://www.yelp.com/biz/al-shishkebab-port-richey?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Category 36 Taphouse,4.80,215,2,American,"7430 Gulf Blvd, St Pete Beach, FL 33706",St Pete Beach,Florida,7275757317,https://www.yelp.com/biz/category-36-taphouse-st-pete-beach?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Da Spot,4.80,28,0,Barbeque,"305 S Safford Ave, Tarpon Springs, FL 34689",Tarpon Springs,Florida,7279446066,https://www.yelp.com/biz/da-spot-tarpon-springs?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,kiwi style fish & chips,4.80,71,0,Fish & Chips,"3608 E Bay Dr, Holmes Beach, FL 34217",Holmes Beach,Florida,9417045040,https://www.yelp.com/biz/kiwi-style-fish-and-chips-holmes-beach?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Gershys Cafe & Pastry,4.80,65,0,Breakfast & Brunch,"4500 140th Ave N, Ste 107, Clearwater, FL 33762",Clearwater,Florida,7274709447,https://www.yelp.com/biz/gershys-cafe-and-pastry-clearwater-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Bin 6 South,4.80,54,0,Wine Bars,"330 6th St S, St. Petersburg, FL 33701",St. Petersburg,Florida,7274986735,https://www.yelp.com/biz/bin-6-south-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,HopScotch Cafe,4.80,178,2,Sandwiches,"1006 Broadway St, Dunedin, FL 34698",Dunedin,Florida,7272235227,https://www.yelp.com/biz/hopscotch-cafe-dunedin?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Kitsune Sushi House,4.80,42,2,Sushi Bars,"2659 Roosevelt Blvd, Unit 101, Clearwater, FL 33760",Clearwater,Florida,7272388258,https://www.yelp.com/biz/kitsune-sushi-house-clearwater?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Lemon Leaf Cafe,4.80,31,0,Breakfast & Brunch,"1300 E Bay Dr, Ste L, Largo, FL 33771",Largo,Florida,7272664019,https://www.yelp.com/biz/lemon-leaf-cafe-largo?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Gateway Subs,4.80,143,0,Sandwiches,"3112 3rd Ave N, St. Petersburg, FL 33713",St. Petersburg,Florida,7279543175,https://www.yelp.com/biz/gateway-subs-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Island Flavors and Tings,4.80,56,1,Caribbean,"1411 49th St S, St. Petersburg, FL 33707",St. Petersburg,Florida,7278041849,https://www.yelp.com/biz/island-flavors-and-tings-st-petersburg-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Poké Island Plus,4.80,127,2,Vietnamese,"4058 Tampa Rd, Ste 4, Oldsmar, FL 34677",Oldsmar,Florida,8138187653,https://www.yelp.com/biz/pok%C3%A9-island-plus-oldsmar-5?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Shark Bites Cafe,4.80,5,0,Cafes,"249 Windward Passage, Clearwater, FL 33767",Clearwater,Florida,Not Provided,https://www.yelp.com/biz/shark-bites-cafe-clearwater?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Paella & Tapas,4.80,20,0,Spanish,"3533 Little Rd, New Port Richey, FL 34655",New Port Richey,Florida,7279162487,https://www.yelp.com/biz/paella-and-tapas-new-port-richey-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,World Vegan Cuisine,4.80,20,0,Vegan,"3375 34th St N, St. Petersburg, FL 33713",St. Petersburg,Florida,7279545409,https://www.yelp.com/biz/world-vegan-cuisine-st-petersburg?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
